Comunidades y Ciudades Autónomas;Periodo;Total
03 Asturias, Principado de;1976M12;900
03 Asturias, Principado de;1976M11;752
03 Asturias, Principado de;1976M10;685
03 Asturias, Principado de;1976M09;642
03 Asturias, Principado de;1976M08;768
03 Asturias, Principado de;1976M07;677
03 Asturias, Principado de;1976M06;709
03 Asturias, Principado de;1976M05;802
03 Asturias, Principado de;1976M04;792
03 Asturias, Principado de;1976M03;872
03 Asturias, Principado de;1976M02;966
03 Asturias, Principado de;1976M01;115
03 Asturias, Principado de;1975M12;937
03 Asturias, Principado de;1975M11;731
03 Asturias, Principado de;1975M10;774
03 Asturias, Principado de;1975M09;706
03 Asturias, Principado de;1975M08;683
03 Asturias, Principado de;1975M07;655
03 Asturias, Principado de;1975M06;689
03 Asturias, Principado de;1975M05;826
03 Asturias, Principado de;1975M04;759
03 Asturias, Principado de;1975M03;889
03 Asturias, Principado de;1975M02;854
03 Asturias, Principado de;1975M01;1202
02 Aragón;2018M12;1254
02 Aragón;2018M11;1128
02 Aragón;2018M10;1123
02 Aragón;2018M09;1019
02 Aragón;2018M08;1136
02 Aragón;2018M07;1116
02 Aragón;2018M06;1067
02 Aragón;2018M05;1105
02 Aragón;2018M04;1112
02 Aragón;2018M03;1282
02 Aragón;2018M02;1259
02 Aragón;2018M01;1499
02 Aragón;2017M12;1303
02 Aragón;2017M11;1145
02 Aragón;2017M10;1074
02 Aragón;2017M09;1005
02 Aragón;2017M08;1069
02 Aragón;2017M07;1075
02 Aragón;2017M06;1086
02 Aragón;2017M05;1148
02 Aragón;2017M04;1051
02 Aragón;2017M03;1179
02 Aragón;2017M02;1275
02 Aragón;2017M01;1798
02 Aragón;2016M12;1307
02 Aragón;2016M11;111
02 Aragón;2016M10;1037
02 Aragón;2016M09;991
02 Aragón;2016M08;1115
02 Aragón;2016M07;1044
02 Aragón;2016M06;1076
02 Aragón;2016M05;1081
02 Aragón;2016M04;1094
02 Aragón;2016M03;1221
02 Aragón;2016M02;1156
02 Aragón;2016M01;1249
02 Aragón;2015M12;1203
02 Aragón;2015M11;108
02 Aragón;2015M10;1158
02 Aragón;2015M09;1002
02 Aragón;2015M08;1068
02 Aragón;2015M07;1249
02 Aragón;2015M06;1027
02 Aragón;2015M05;1151
02 Aragón;2015M04;1141
02 Aragón;2015M03;134
02 Aragón;2015M02;142
02 Aragón;2015M01;15
02 Aragón;2014M12;1267
02 Aragón;2014M11;1111
02 Aragón;2014M10;1146
02 Aragón;2014M09;936
02 Aragón;2014M08;1093
02 Aragón;2014M07;1114
02 Aragón;2014M06;1115
02 Aragón;2014M05;113
02 Aragón;2014M04;1067
02 Aragón;2014M03;1209
02 Aragón;2014M02;1164
02 Aragón;2014M01;139
02 Aragón;2013M12;1326
02 Aragón;2013M11;1042
02 Aragón;2013M10;1075
02 Aragón;2013M09;929
02 Aragón;2013M08;103
02 Aragón;2013M07;109
02 Aragón;2013M06;1063
02 Aragón;2013M05;1062
02 Aragón;2013M04;1011
02 Aragón;2013M03;1218
02 Aragón;2013M02;1171
02 Aragón;2013M01;1336
02 Aragón;2012M12;1171
02 Aragón;2012M11;1118
02 Aragón;2012M10;1083
02 Aragón;2012M09;882
02 Aragón;2012M08;1117
02 Aragón;2012M07;998
02 Aragón;2012M06;102
02 Aragón;2012M05;1138
02 Aragón;2012M04;1126
02 Aragón;2012M03;1311
02 Aragón;2012M02;1428
02 Aragón;2012M01;1332
02 Aragón;2011M12;1223
02 Aragón;2011M11;1138
02 Aragón;2011M10;1068
02 Aragón;2011M09;1017
02 Aragón;2011M08;114
02 Aragón;2011M07;1103
02 Aragón;2011M06;1041
02 Aragón;2011M05;1053
02 Aragón;2011M04;1117
02 Aragón;2011M03;1194
02 Aragón;2011M02;1141
02 Aragón;2011M01;1318
02 Aragón;2010M12;1165
02 Aragón;2010M11;1075
02 Aragón;2010M10;1109
02 Aragón;2010M09;916
02 Aragón;2010M08;1014
02 Aragón;2010M07;1164
02 Aragón;2010M06;1043
02 Aragón;2010M05;1096
02 Aragón;2010M04;1081
02 Aragón;2010M03;119
02 Aragón;2010M02;1052
02 Aragón;2010M01;1289
02 Aragón;2009M12;1195
02 Aragón;2009M11;1059
02 Aragón;2009M10;1124
02 Aragón;2009M09;934
02 Aragón;2009M08;1117
02 Aragón;2009M07;1033
02 Aragón;2009M06;1039
02 Aragón;2009M05;1121
02 Aragón;2009M04;1072
02 Aragón;2009M03;1119
02 Aragón;2009M02;1091
02 Aragón;2009M01;1364
02 Aragón;2008M12;1203
02 Aragón;2008M11;111
02 Aragón;2008M10;1163
02 Aragón;2008M09;932
02 Aragón;2008M08;107
02 Aragón;2008M07;1087
02 Aragón;2008M06;1012
02 Aragón;2008M05;1007
02 Aragón;2008M04;1077
02 Aragón;2008M03;1134
02 Aragón;2008M02;126
02 Aragón;2008M01;1343
02 Aragón;2007M12;1245
02 Aragón;2007M11;1097
02 Aragón;2007M10;107
02 Aragón;2007M09;957
02 Aragón;2007M08;1029
02 Aragón;2007M07;103
02 Aragón;2007M06;1024
02 Aragón;2007M05;1112
02 Aragón;2007M04;1096
02 Aragón;2007M03;115
02 Aragón;2007M02;1193
02 Aragón;2007M01;1277
02 Aragón;2006M12;1166
02 Aragón;2006M11;1031
02 Aragón;2006M10;1088
02 Aragón;2006M09;997
02 Aragón;2006M08;962
02 Aragón;2006M07;12
02 Aragón;2006M06;1005
02 Aragón;2006M05;1012
02 Aragón;2006M04;1045
02 Aragón;2006M03;1184
02 Aragón;2006M02;1065
02 Aragón;2006M01;1234
02 Aragón;2005M12;1204
02 Aragón;2005M11;1052
02 Aragón;2005M10;1061
02 Aragón;2005M09;950
02 Aragón;2005M08;900
02 Aragón;2005M07;1052
02 Aragón;2005M06;988
02 Aragón;2005M05;103
02 Aragón;2005M04;1141
02 Aragón;2005M03;1301
02 Aragón;2005M02;1313
02 Aragón;2005M01;169
02 Aragón;2004M12;1245
02 Aragón;2004M11;1099
02 Aragón;2004M10;1062
02 Aragón;2004M09;987
02 Aragón;2004M08;962
02 Aragón;2004M07;1113
02 Aragón;2004M06;1032
02 Aragón;2004M05;1026
02 Aragón;2004M04;1089
02 Aragón;2004M03;1217
02 Aragón;2004M02;1035
02 Aragón;2004M01;1308
02 Aragón;2003M12;1186
02 Aragón;2003M11;1202
02 Aragón;2003M10;1108
02 Aragón;2003M09;1003
02 Aragón;2003M08;1183
02 Aragón;2003M07;1126
02 Aragón;2003M06;1177
02 Aragón;2003M05;1071
02 Aragón;2003M04;1088
02 Aragón;2003M03;116
02 Aragón;2003M02;1114
02 Aragón;2003M01;1276
02 Aragón;2002M12;115
02 Aragón;2002M11;1058
02 Aragón;2002M10;1049
02 Aragón;2002M09;932
02 Aragón;2002M08;992
02 Aragón;2002M07;1039
02 Aragón;2002M06;1016
02 Aragón;2002M05;109
02 Aragón;2002M04;1101
02 Aragón;2002M03;1081
02 Aragón;2002M02;1195
02 Aragón;2002M01;1282
02 Aragón;2001M12;1188
02 Aragón;2001M11;1074
02 Aragón;2001M10;1076
02 Aragón;2001M09;985
02 Aragón;2001M08;1063
02 Aragón;2001M07;998
02 Aragón;2001M06;105
02 Aragón;2001M05;1096
02 Aragón;2001M04;1048
02 Aragón;2001M03;1075
02 Aragón;2001M02;986
02 Aragón;2001M01;1102
02 Aragón;2000M12;1059
02 Aragón;2000M11;102
02 Aragón;2000M10;1059
02 Aragón;2000M09;907
02 Aragón;2000M08;1002
02 Aragón;2000M07;959
02 Aragón;2000M06;970
02 Aragón;2000M05;946
02 Aragón;2000M04;1009
02 Aragón;2000M03;1107
02 Aragón;2000M02;1117
02 Aragón;2000M01;1421
02 Aragón;1999M12;1358
02 Aragón;1999M11;1123
02 Aragón;1999M10;1062
02 Aragón;1999M09;880
02 Aragón;1999M08;990
02 Aragón;1999M07;987
02 Aragón;1999M06;966
02 Aragón;1999M05;1003
02 Aragón;1999M04;1015
02 Aragón;1999M03;1214
02 Aragón;1999M02;1423
02 Aragón;1999M01;1471
02 Aragón;1998M12;1201
02 Aragón;1998M11;1053
02 Aragón;1998M10;1031
02 Aragón;1998M09;925
02 Aragón;1998M08;1034
02 Aragón;1998M07;1021
02 Aragón;1998M06;1011
02 Aragón;1998M05;1006
02 Aragón;1998M04;1047
02 Aragón;1998M03;1139
02 Aragón;1998M02;1155
02 Aragón;1998M01;1379
02 Aragón;1997M12;1077
02 Aragón;1997M11;102
02 Aragón;1997M10;1006
02 Aragón;1997M09;895
02 Aragón;1997M08;101
02 Aragón;1997M07;1031
02 Aragón;1997M06;926
02 Aragón;1997M05;1069
02 Aragón;1997M04;1085
02 Aragón;1997M03;1098
02 Aragón;1997M02;1085
02 Aragón;1997M01;1424
02 Aragón;1996M12;1173
02 Aragón;1996M11;1021
02 Aragón;1996M10;1069
02 Aragón;1996M09;1001
02 Aragón;1996M08;929
02 Aragón;1996M07;939
02 Aragón;1996M06;956
02 Aragón;1996M05;996
02 Aragón;1996M04;980
02 Aragón;1996M03;1138
02 Aragón;1996M02;1051
02 Aragón;1996M01;1227
02 Aragón;1995M12;1262
02 Aragón;1995M11;1029
02 Aragón;1995M10;1005
02 Aragón;1995M09;898
02 Aragón;1995M08;912
02 Aragón;1995M07;1052
02 Aragón;1995M06;935
02 Aragón;1995M05;958
02 Aragón;1995M04;1001
02 Aragón;1995M03;1149
02 Aragón;1995M02;1098
02 Aragón;1995M01;1156
02 Aragón;1994M12;1012
02 Aragón;1994M11;1016
02 Aragón;1994M10;1074
02 Aragón;1994M09;891
02 Aragón;1994M08;1001
02 Aragón;1994M07;1123
02 Aragón;1994M06;874
02 Aragón;1994M05;908
02 Aragón;1994M04;981
02 Aragón;1994M03;978
02 Aragón;1994M02;1021
02 Aragón;1994M01;1187
02 Aragón;1993M12;1158
02 Aragón;1993M11;1052
02 Aragón;1993M10;1033
02 Aragón;1993M09;881
02 Aragón;1993M08;936
02 Aragón;1993M07;898
02 Aragón;1993M06;944
02 Aragón;1993M05;932
02 Aragón;1993M04;1007
02 Aragón;1993M03;1125
02 Aragón;1993M02;1022
02 Aragón;1993M01;1099
02 Aragón;1992M12;970
02 Aragón;1992M11;896
02 Aragón;1992M10;967
02 Aragón;1992M09;833
02 Aragón;1992M08;943
02 Aragón;1992M07;970
02 Aragón;1992M06;831
02 Aragón;1992M05;946
02 Aragón;1992M04;934
02 Aragón;1992M03;979
02 Aragón;1992M02;1028
02 Aragón;1992M01;1125
02 Aragón;1991M12;1054
02 Aragón;1991M11;1052
02 Aragón;1991M10;1027
02 Aragón;1991M09;850
02 Aragón;1991M08;984
02 Aragón;1991M07;943
02 Aragón;1991M06;885
02 Aragón;1991M05;988
02 Aragón;1991M04;986
02 Aragón;1991M03;1039
02 Aragón;1991M02;1059
02 Aragón;1991M01;1116
02 Aragón;1990M12;1084
02 Aragón;1990M11;882
02 Aragón;1990M10;838
02 Aragón;1990M09;844
02 Aragón;1990M08;950
02 Aragón;1990M07;1028
02 Aragón;1990M06;884
02 Aragón;1990M05;912
02 Aragón;1990M04;977
02 Aragón;1990M03;1044
02 Aragón;1990M02;1052
02 Aragón;1990M01;1143
02 Aragón;1989M12;965
02 Aragón;1989M11;1012
02 Aragón;1989M10;885
02 Aragón;1989M09;856
02 Aragón;1989M08;957
02 Aragón;1989M07;918
02 Aragón;1989M06;948
02 Aragón;1989M05;936
02 Aragón;1989M04;927
02 Aragón;1989M03;1018
02 Aragón;1989M02;1006
02 Aragón;1989M01;1179
02 Aragón;1988M12;1122
02 Aragón;1988M11;962
02 Aragón;1988M10;926
02 Aragón;1988M09;893
02 Aragón;1988M08;919
02 Aragón;1988M07;846
02 Aragón;1988M06;866
02 Aragón;1988M05;882
02 Aragón;1988M04;910
02 Aragón;1988M03;1014
02 Aragón;1988M02;959
02 Aragón;1988M01;1008
02 Aragón;1987M12;102
02 Aragón;1987M11;875
02 Aragón;1987M10;931
02 Aragón;1987M09;838
02 Aragón;1987M08;992
02 Aragón;1987M07;977
02 Aragón;1987M06;858
02 Aragón;1987M05;863
02 Aragón;1987M04;867
02 Aragón;1987M03;938
02 Aragón;1987M02;856
02 Aragón;1987M01;1068
02 Aragón;1986M12;1019
02 Aragón;1986M11;991
02 Aragón;1986M10;872
02 Aragón;1986M09;791
02 Aragón;1986M08;893
02 Aragón;1986M07;820
02 Aragón;1986M06;858
02 Aragón;1986M05;939
02 Aragón;1986M04;979
02 Aragón;1986M03;958
02 Aragón;1986M02;992
02 Aragón;1986M01;1355
02 Aragón;1985M12;1211
02 Aragón;1985M11;1041
02 Aragón;1985M10;893
02 Aragón;1985M09;799
02 Aragón;1985M08;863
02 Aragón;1985M07;898
02 Aragón;1985M06;843
02 Aragón;1985M05;905
02 Aragón;1985M04;949
02 Aragón;1985M03;108
02 Aragón;1985M02;914
02 Aragón;1985M01;1094
02 Aragón;1984M12;1019
02 Aragón;1984M11;931
02 Aragón;1984M10;952
02 Aragón;1984M09;811
02 Aragón;1984M08;840
02 Aragón;1984M07;892
02 Aragón;1984M06;887
02 Aragón;1984M05;885
02 Aragón;1984M04;964
02 Aragón;1984M03;1141
02 Aragón;1984M02;873
02 Aragón;1984M01;987
02 Aragón;1983M12;999
02 Aragón;1983M11;878
02 Aragón;1983M10;777
02 Aragón;1983M09;757
02 Aragón;1983M08;725
02 Aragón;1983M07;911
02 Aragón;1983M06;835
02 Aragón;1983M05;772
02 Aragón;1983M04;853
02 Aragón;1983M03;966
02 Aragón;1983M02;112
02 Aragón;1983M01;1205
02 Aragón;1982M12;962
02 Aragón;1982M11;851
02 Aragón;1982M10;821
02 Aragón;1982M09;680
02 Aragón;1982M08;798
02 Aragón;1982M07;940
02 Aragón;1982M06;727
02 Aragón;1982M05;830
02 Aragón;1982M04;758
02 Aragón;1982M03;870
02 Aragón;1982M02;888
02 Aragón;1982M01;884
02 Aragón;1981M12;950
02 Aragón;1981M11;865
02 Aragón;1981M10;771
02 Aragón;1981M09;615
02 Aragón;1981M08;754
02 Aragón;1981M07;729
02 Aragón;1981M06;858
02 Aragón;1981M05;794
02 Aragón;1981M04;725
02 Aragón;1981M03;939
02 Aragón;1981M02;909
02 Aragón;1981M01;1283
02 Aragón;1980M12;1104
02 Aragón;1980M11;899
02 Aragón;1980M10;845
02 Aragón;1980M09;752
02 Aragón;1980M08;847
02 Aragón;1980M07;828
02 Aragón;1980M06;724
02 Aragón;1980M05;802
02 Aragón;1980M04;823
02 Aragón;1980M03;865
02 Aragón;1980M02;805
02 Aragón;1980M01;1015
02 Aragón;1979M12;969
02 Aragón;1979M11;878
02 Aragón;1979M10;847
02 Aragón;1979M09;748
02 Aragón;1979M08;769
02 Aragón;1979M07;861
02 Aragón;1979M06;753
02 Aragón;1979M05;871
02 Aragón;1979M04;861
02 Aragón;1979M03;918
02 Aragón;1979M02;880
02 Aragón;1979M01;985
02 Aragón;1978M12;1031
02 Aragón;1978M11;903
02 Aragón;1978M10;816
02 Aragón;1978M09;710
02 Aragón;1978M08;803
02 Aragón;1978M07;890
02 Aragón;1978M06;809
02 Aragón;1978M05;902
02 Aragón;1978M04;860
02 Aragón;1978M03;911
02 Aragón;1978M02;915
02 Aragón;1978M01;998
02 Aragón;1977M12;1011
02 Aragón;1977M11;845
02 Aragón;1977M10;772
02 Aragón;1977M09;757
02 Aragón;1977M08;819
02 Aragón;1977M07;765
02 Aragón;1977M06;802
02 Aragón;1977M05;845
02 Aragón;1977M04;1147
02 Aragón;1977M03;993
02 Aragón;1977M02;822
02 Aragón;1977M01;975
02 Aragón;1976M12;977
02 Aragón;1976M11;906
02 Aragón;1976M10;798
02 Aragón;1976M09;789
02 Aragón;1976M08;765
02 Aragón;1976M07;831
02 Aragón;1976M06;856
02 Aragón;1976M05;875
02 Aragón;1976M04;914
02 Aragón;1976M03;101
02 Aragón;1976M02;954
02 Aragón;1976M01;1119
02 Aragón;1975M12;1023
02 Aragón;1975M11;912
02 Aragón;1975M10;873
02 Aragón;1975M09;839
02 Aragón;1975M08;847
02 Aragón;1975M07;844
02 Aragón;1975M06;848
02 Aragón;1975M05;863
02 Aragón;1975M04;914
02 Aragón;1975M03;940
02 Aragón;1975M02;879
02 Aragón;1975M01;1451
01 Andalucía;2018M12;64
01 Andalucía;2018M11;5857
01 Andalucía;2018M10;5378
01 Andalucía;2018M09;5028
01 Andalucía;2018M08;5433
01 Andalucía;2018M07;521
01 Andalucía;2018M06;5361
01 Andalucía;2018M05;5751
01 Andalucía;2018M04;5918
01 Andalucía;2018M03;6563
01 Andalucía;2018M02;7234
01 Andalucía;2018M01;8673
01 Andalucía;2017M12;7218
01 Andalucía;2017M11;5644
01 Andalucía;2017M10;5325
01 Andalucía;2017M09;4936
01 Andalucía;2017M08;5374
01 Andalucía;2017M07;5434
01 Andalucía;2017M06;5229
01 Andalucía;2017M05;5625
01 Andalucía;2017M04;5688
01 Andalucía;2017M03;6064
01 Andalucía;2017M02;6484
01 Andalucía;2017M01;8213
01 Andalucía;2016M12;6679
01 Andalucía;2016M11;5612
01 Andalucía;2016M10;5146
01 Andalucía;2016M09;5054
01 Andalucía;2016M08;5387
01 Andalucía;2016M07;5621
01 Andalucía;2016M06;5394
01 Andalucía;2016M05;5565
01 Andalucía;2016M04;5725
01 Andalucía;2016M03;6655
01 Andalucía;2016M02;6088
01 Andalucía;2016M01;6305
01 Andalucía;2015M12;6243
01 Andalucía;2015M11;5446
01 Andalucía;2015M10;5282
01 Andalucía;2015M09;4659
01 Andalucía;2015M08;5298
01 Andalucía;2015M07;5958
01 Andalucía;2015M06;522
01 Andalucía;2015M05;5527
01 Andalucía;2015M04;5625
01 Andalucía;2015M03;6761
01 Andalucía;2015M02;7297
01 Andalucía;2015M01;8685
01 Andalucía;2014M12;6465
01 Andalucía;2014M11;5387
01 Andalucía;2014M10;5179
01 Andalucía;2014M09;4808
01 Andalucía;2014M08;5043
01 Andalucía;2014M07;5157
01 Andalucía;2014M06;5041
01 Andalucía;2014M05;5225
01 Andalucía;2014M04;5439
01 Andalucía;2014M03;5767
01 Andalucía;2014M02;6004
01 Andalucía;2014M01;6807
01 Andalucía;2013M12;6229
01 Andalucía;2013M11;5418
01 Andalucía;2013M10;5008
01 Andalucía;2013M09;4674
01 Andalucía;2013M08;5156
01 Andalucía;2013M07;5172
01 Andalucía;2013M06;5059
01 Andalucía;2013M05;5305
01 Andalucía;2013M04;5508
01 Andalucía;2013M03;6128
01 Andalucía;2013M02;5778
01 Andalucía;2013M01;6255
01 Andalucía;2012M12;5906
01 Andalucía;2012M11;5234
01 Andalucía;2012M10;5015
01 Andalucía;2012M09;471
01 Andalucía;2012M08;5035
01 Andalucía;2012M07;4872
01 Andalucía;2012M06;4935
01 Andalucía;2012M05;538
01 Andalucía;2012M04;5532
01 Andalucía;2012M03;6831
01 Andalucía;2012M02;8028
01 Andalucía;2012M01;6883
01 Andalucía;2011M12;6225
01 Andalucía;2011M11;5294
01 Andalucía;2011M10;5117
01 Andalucía;2011M09;4679
01 Andalucía;2011M08;5063
01 Andalucía;2011M07;5128
01 Andalucía;2011M06;5002
01 Andalucía;2011M05;5317
01 Andalucía;2011M04;5231
01 Andalucía;2011M03;6123
01 Andalucía;2011M02;6069
01 Andalucía;2011M01;6454
01 Andalucía;2010M12;5764
01 Andalucía;2010M11;5385
01 Andalucía;2010M10;5213
01 Andalucía;2010M09;4665
01 Andalucía;2010M08;509
01 Andalucía;2010M07;5305
01 Andalucía;2010M06;4826
01 Andalucía;2010M05;5274
01 Andalucía;2010M04;5312
01 Andalucía;2010M03;579
01 Andalucía;2010M02;5596
01 Andalucía;2010M01;6251
01 Andalucía;2009M12;6035
01 Andalucía;2009M11;5313
01 Andalucía;2009M10;4967
01 Andalucía;2009M09;468
01 Andalucía;2009M08;4922
01 Andalucía;2009M07;4882
01 Andalucía;2009M06;4832
01 Andalucía;2009M05;5264
01 Andalucía;2009M04;5097
01 Andalucía;2009M03;5691
01 Andalucía;2009M02;5737
01 Andalucía;2009M01;731
01 Andalucía;2008M12;6528
01 Andalucía;2008M11;5482
01 Andalucía;2008M10;498
01 Andalucía;2008M09;4461
01 Andalucía;2008M08;4928
01 Andalucía;2008M07;5238
01 Andalucía;2008M06;5172
01 Andalucía;2008M05;5173
01 Andalucía;2008M04;5367
01 Andalucía;2008M03;5806
01 Andalucía;2008M02;5827
01 Andalucía;2008M01;6621
01 Andalucía;2007M12;608
01 Andalucía;2007M11;5428
01 Andalucía;2007M10;4982
01 Andalucía;2007M09;4616
01 Andalucía;2007M08;4884
01 Andalucía;2007M07;5087
01 Andalucía;2007M06;4862
01 Andalucía;2007M05;5297
01 Andalucía;2007M04;5408
01 Andalucía;2007M03;5624
01 Andalucía;2007M02;5986
01 Andalucía;2007M01;697
01 Andalucía;2006M12;5855
01 Andalucía;2006M11;4938
01 Andalucía;2006M10;4849
01 Andalucía;2006M09;4737
01 Andalucía;2006M08;4924
01 Andalucía;2006M07;5216
01 Andalucía;2006M06;4735
01 Andalucía;2006M05;5069
01 Andalucía;2006M04;5047
01 Andalucía;2006M03;5735
01 Andalucía;2006M02;5415
01 Andalucía;2006M01;5908
01 Andalucía;2005M12;568
01 Andalucía;2005M11;5072
01 Andalucía;2005M10;4759
01 Andalucía;2005M09;4308
01 Andalucía;2005M08;4617
01 Andalucía;2005M07;4829
01 Andalucía;2005M06;4686
01 Andalucía;2005M05;5088
